id,list_of_equipment_id,equipment_value,created_at,updated_at
1274,3,2,2021-07-16 18:05:23,2021-07-16 18:05:23
1275,4,0,2021-07-16 18:05:43,2021-07-16 18:05:43
1276,3,0,2021-07-16 18:06:12,2021-07-16 18:06:12
1277,4,1,2021-07-16 18:09:15,2021-07-16 18:09:15
1278,4,0,2021-07-16 18:09:18,2021-07-16 18:09:18
1279,1,2.74,2021-07-16 18:13:20,2021-07-16 18:13:20
1280,4,1,2021-07-16 18:13:33,2021-07-16 18:13:33
1281,3,2,2021-07-16 18:17:16,2021-07-16 18:17:16
1282,2,1.72,2021-07-16 18:19:11,2021-07-16 18:19:11
1283,6,1,2021-07-16 18:19:21,2021-07-16 18:19:21
1284,2,1.05,2021-07-16 18:23:36,2021-07-16 18:23:36
1285,1,4.77,2021-07-16 18:25:12,2021-07-16 18:25:12
1286,2,0.93,2021-07-16 18:28:12,2021-07-16 18:28:12
1287,3,2,2021-07-16 18:30:14,2021-07-16 18:30:14
1288,5,1,2021-07-16 18:30:26,2021-07-16 18:30:26
1289,5,1,2021-07-16 18:30:57,2021-07-16 18:30:57
1290,5,0,2021-07-16 18:31:12,2021-07-16 18:31:12
1291,3,0,2021-07-16 18:33:58,2021-07-16 18:33:58
1292,4,1,2021-07-16 18:35:00,2021-07-16 18:35:00
1293,5,1,2021-07-16 18:35:23,2021-07-16 18:35:23
1294,3,1,2021-07-16 18:35:43,2021-07-16 18:35:43
1295,2,0.77,2021-07-16 18:36:37,2021-07-16 18:36:37
1296,3,0,2021-07-16 18:37:14,2021-07-16 18:37:14
1297,3,0,2021-07-16 18:37:47,2021-07-16 18:37:47
1298,2,1.65,2021-07-16 18:37:55,2021-07-16 18:37:55
1299,1,6.46,2021-07-16 18:42:33,2021-07-16 18:42:33
1300,6,1,2021-07-16 18:42:33,2021-07-16 18:42:33
1301,3,0,2021-07-16 18:42:45,2021-07-16 18:42:45
1302,3,1,2021-07-16 18:47:43,2021-07-16 18:47:43
1303,5,1,2021-07-16 18:49:18,2021-07-16 18:49:18
1304,5,0,2021-07-16 18:49:49,2021-07-16 18:49:49
1305,1,5.16,2021-07-16 18:51:46,2021-07-16 18:51:46
1306,6,1,2021-07-16 18:52:27,2021-07-16 18:52:27
1307,6,0,2021-07-16 18:53:35,2021-07-16 18:53:35
1308,2,0.93,2021-07-16 19:01:29,2021-07-16 19:01:29
1309,4,1,2021-07-16 19:01:31,2021-07-16 19:01:31
1310,5,1,2021-07-16 19:03:49,2021-07-16 19:03:49
1311,1,7.59,2021-07-16 19:06:11,2021-07-16 19:06:11
1312,3,0,2021-07-16 19:09:16,2021-07-16 19:09:16
1313,3,2,2021-07-16 19:10:14,2021-07-16 19:10:14
1314,6,1,2021-07-16 19:11:25,2021-07-16 19:11:25
1315,5,1,2021-07-16 19:21:38,2021-07-16 19:21:38
1316,2,0.92,2021-07-16 19:21:46,2021-07-16 19:21:46
1317,5,0,2021-07-16 19:22:09,2021-07-16 19:22:09
1318,1,5.16,2021-07-16 19:24:02,2021-07-16 19:24:02
1319,2,0.71,2021-07-16 19:28:32,2021-07-16 19:28:32
1320,2,0.83,2021-07-16 19:29:23,2021-07-16 19:29:23
1321,3,1,2021-07-16 19:33:14,2021-07-16 19:33:14
1322,4,0,2021-07-16 19:34:48,2021-07-16 19:34:48
1323,6,1,2021-07-16 19:36:33,2021-07-16 19:36:33
1324,4,0,2021-07-16 19:43:12,2021-07-16 19:43:12
1325,6,0,2021-07-16 19:44:39,2021-07-16 19:44:39
1326,2,1.4,2021-07-16 19:44:42,2021-07-16 19:44:42
1327,3,0,2021-07-16 19:45:13,2021-07-16 19:45:13
1328,2,0.85,2021-07-16 19:53:32,2021-07-16 19:53:32
1329,5,0,2021-07-16 19:54:38,2021-07-16 19:54:38
1330,3,1,2021-07-16 19:58:45,2021-07-16 19:58:45
1331,6,0,2021-07-16 20:01:45,2021-07-16 20:01:45
1332,1,6.19,2021-07-16 20:02:34,2021-07-16 20:02:34
1333,4,1,2021-07-16 20:04:55,2021-07-16 20:04:55
1334,2,0.89,2021-07-16 20:14:10,2021-07-16 20:14:10
1335,2,0.72,2021-07-16 20:14:28,2021-07-16 20:14:28
1336,2,0.97,2021-07-16 20:15:28,2021-07-16 20:15:28
1337,4,0,2021-07-16 20:15:57,2021-07-16 20:15:57
1338,3,0,2021-07-16 20:17:21,2021-07-16 20:17:21
1339,1,6.44,2021-07-16 20:18:18,2021-07-16 20:18:18
1340,2,0.85,2021-07-16 20:20:07,2021-07-16 20:20:07
1341,4,1,2021-07-16 20:20:37,2021-07-16 20:20:37
1342,6,0,2021-07-16 20:24:52,2021-07-16 20:24:52
1343,3,1,2021-07-16 20:25:12,2021-07-16 20:25:12
1344,6,1,2021-07-16 20:32:30,2021-07-16 20:32:30
1345,4,0,2021-07-16 20:34:13,2021-07-16 20:34:13
1346,3,0,2021-07-16 20:34:29,2021-07-16 20:34:29
1347,4,1,2021-07-16 20:34:29,2021-07-16 20:34:29
1348,6,0,2021-07-16 20:34:29,2021-07-16 20:34:29
1349,3,0,2021-07-16 20:35:37,2021-07-16 20:35:37
1350,4,1,2021-07-16 20:36:28,2021-07-16 20:36:28
1351,4,0,2021-07-16 20:37:00,2021-07-16 20:37:00
1352,4,1,2021-07-16 20:38:38,2021-07-16 20:38:38
1353,4,0,2021-07-16 20:40:33,2021-07-16 20:40:33
1354,6,0,2021-07-16 20:43:02,2021-07-16 20:43:02
1355,4,1,2021-07-16 20:49:48,2021-07-16 20:49:48
1356,2,0.58,2021-07-16 20:50:59,2021-07-16 20:50:59
1357,1,0.99,2021-07-16 20:51:42,2021-07-16 20:51:42
1358,4,0,2021-07-16 20:52:06,2021-07-16 20:52:06
1359,5,0,2021-07-16 20:52:07,2021-07-16 20:52:07
1360,1,5.21,2021-07-16 20:53:43,2021-07-16 20:53:43
1361,4,1,2021-07-16 20:54:02,2021-07-16 20:54:02
1362,4,1,2021-07-16 20:59:03,2021-07-16 20:59:03
1363,5,0,2021-07-16 20:59:47,2021-07-16 20:59:47
1364,4,1,2021-07-16 20:59:49,2021-07-16 20:59:49
1365,6,1,2021-07-16 21:03:31,2021-07-16 21:03:31
1366,3,0,2021-07-16 21:05:18,2021-07-16 21:05:18
1367,4,1,2021-07-16 21:05:18,2021-07-16 21:05:18
1368,4,0,2021-07-16 21:09:08,2021-07-16 21:09:08
1369,5,0,2021-07-16 21:17:07,2021-07-16 21:17:07
1370,6,0,2021-07-16 21:22:56,2021-07-16 21:22:56
1371,5,0,2021-07-16 21:23:44,2021-07-16 21:23:44
1372,6,1,2021-07-16 21:30:03,2021-07-16 21:30:03
1373,4,1,2021-07-16 21:38:45,2021-07-16 21:38:45
1374,3,2,2021-07-16 21:39:06,2021-07-16 21:39:06
1375,4,1,2021-07-16 21:46:04,2021-07-16 21:46:04
1376,5,0,2021-07-16 21:46:34,2021-07-16 21:46:34
1377,4,0,2021-07-16 21:47:11,2021-07-16 21:47:11
1378,2,0.95,2021-07-16 21:51:29,2021-07-16 21:51:29
1379,2,1.06,2021-07-16 21:51:48,2021-07-16 21:51:48
1380,4,0,2021-07-16 21:52:15,2021-07-16 21:52:15
1381,4,1,2021-07-16 21:55:30,2021-07-16 21:55:30
1382,1,2.96,2021-07-16 21:58:03,2021-07-16 21:58:03
1383,5,1,2021-07-16 22:00:56,2021-07-16 22:00:56
1384,3,1,2021-07-16 22:01:20,2021-07-16 22:01:20
1385,1,2.78,2021-07-16 22:03:08,2021-07-16 22:03:08
1386,5,0,2021-07-16 22:05:04,2021-07-16 22:05:04
1387,3,1,2021-07-16 22:05:58,2021-07-16 22:05:58
1388,2,1.02,2021-07-16 22:07:16,2021-07-16 22:07:16
1389,3,0,2021-07-16 22:10:06,2021-07-16 22:10:06
1390,6,1,2021-07-16 22:10:30,2021-07-16 22:10:30
1391,5,0,2021-07-16 22:10:51,2021-07-16 22:10:51
1392,4,0,2021-07-16 22:10:54,2021-07-16 22:10:54
1393,6,1,2021-07-16 22:13:16,2021-07-16 22:13:16
1394,4,0,2021-07-16 22:13:32,2021-07-16 22:13:32
1395,2,0.47,2021-07-16 22:14:10,2021-07-16 22:14:10
1396,3,1,2021-07-16 22:14:32,2021-07-16 22:14:32
1397,6,0,2021-07-16 22:16:25,2021-07-16 22:16:25
1398,4,1,2021-07-16 22:17:40,2021-07-16 22:17:40
1399,2,1.03,2021-07-16 22:19:54,2021-07-16 22:19:54
1400,1,5.84,2021-07-16 22:20:56,2021-07-16 22:20:56
1401,1,5.13,2021-07-16 22:24:36,2021-07-16 22:24:36
1402,4,1,2021-07-16 22:25:11,2021-07-16 22:25:11
1403,3,1,2021-07-16 22:25:51,2021-07-16 22:25:51
1404,5,1,2021-07-16 22:25:54,2021-07-16 22:25:54
1405,2,0.82,2021-07-16 22:28:28,2021-07-16 22:28:28
1406,5,0,2021-07-16 22:29:53,2021-07-16 22:29:53
1407,5,0,2021-07-16 22:33:14,2021-07-16 22:33:14
1408,1,5.08,2021-07-16 22:33:36,2021-07-16 22:33:36
1409,2,0.18,2021-07-16 22:34:12,2021-07-16 22:34:12
1410,3,1,2021-07-16 22:36:16,2021-07-16 22:36:16
1411,6,1,2021-07-16 22:37:21,2021-07-16 22:37:21
1412,3,1,2021-07-16 22:40:23,2021-07-16 22:40:23
1413,4,1,2021-07-16 22:46:42,2021-07-16 22:46:42
1414,5,1,2021-07-16 22:49:52,2021-07-16 22:49:52
1415,3,2,2021-07-16 22:55:19,2021-07-16 22:55:19
1416,1,4.09,2021-07-16 22:56:13,2021-07-16 22:56:13
1417,4,0,2021-07-16 22:57:44,2021-07-16 22:57:44
1418,2,1.18,2021-07-16 22:59:15,2021-07-16 22:59:15
1419,2,0.88,2021-07-16 23:00:28,2021-07-16 23:00:28
1420,4,1,2021-07-16 23:01:57,2021-07-16 23:01:57
1421,5,1,2021-07-16 23:02:56,2021-07-16 23:02:56
1422,5,0,2021-07-16 23:03:08,2021-07-16 23:03:08
1423,6,1,2021-07-16 23:05:59,2021-07-16 23:05:59
1424,6,1,2021-07-16 23:06:35,2021-07-16 23:06:35
1425,4,1,2021-07-16 23:07:35,2021-07-16 23:07:35
1426,1,5.66,2021-07-16 23:08:44,2021-07-16 23:08:44
1427,2,1.15,2021-07-16 23:15:52,2021-07-16 23:15:52
1428,6,0,2021-07-16 23:19:39,2021-07-16 23:19:39
1429,1,3.45,2021-07-16 23:19:53,2021-07-16 23:19:53
1430,3,1,2021-07-16 23:21:02,2021-07-16 23:21:02
1431,2,0.84,2021-07-16 23:21:51,2021-07-16 23:21:51
1432,4,1,2021-07-16 23:25:14,2021-07-16 23:25:14
1433,2,1.02,2021-07-16 23:33:19,2021-07-16 23:33:19
1434,2,0.29,2021-07-16 23:35:08,2021-07-16 23:35:08
1435,5,0,2021-07-16 23:35:16,2021-07-16 23:35:16
1436,6,0,2021-07-16 23:44:15,2021-07-16 23:44:15
1437,3,2,2021-07-16 23:44:31,2021-07-16 23:44:31
1438,3,1,2021-07-16 23:45:31,2021-07-16 23:45:31
1439,2,1.89,2021-07-16 23:46:02,2021-07-16 23:46:02
1440,5,0,2021-07-16 23:47:48,2021-07-16 23:47:48
1441,2,0.84,2021-07-16 23:49:46,2021-07-16 23:49:46
1442,4,0,2021-07-16 23:50:08,2021-07-16 23:50:08
1443,4,1,2021-07-16 23:50:53,2021-07-16 23:50:53
1444,3,1,2021-07-16 23:54:24,2021-07-16 23:54:24
1445,4,0,2021-07-16 23:55:48,2021-07-16 23:55:48
1446,4,1,2021-07-16 23:56:05,2021-07-16 23:56:05
1447,4,1,2021-07-16 23:56:19,2021-07-16 23:56:19
1448,6,0,2021-07-16 23:56:36,2021-07-16 23:56:36
1449,4,1,2021-07-16 23:59:40,2021-07-16 23:59:40
1450,2,1.28,2021-07-17 00:02:40,2021-07-17 00:02:40
1451,6,0,2021-07-17 00:02:58,2021-07-17 00:02:58
1452,3,0,2021-07-17 00:07:39,2021-07-17 00:07:39
1453,4,1,2021-07-17 00:10:20,2021-07-17 00:10:20
1454,3,2,2021-07-17 00:10:43,2021-07-17 00:10:43
1455,6,1,2021-07-17 00:13:14,2021-07-17 00:13:14
1456,5,0,2021-07-17 00:13:19,2021-07-17 00:13:19
1457,1,9.03,2021-07-17 00:15:04,2021-07-17 00:15:04
1458,5,0,2021-07-17 00:15:27,2021-07-17 00:15:27
1459,4,0,2021-07-17 00:16:06,2021-07-17 00:16:06
1460,2,0.77,2021-07-17 00:17:20,2021-07-17 00:17:20
1461,2,1.42,2021-07-17 00:17:27,2021-07-17 00:17:27
1462,3,2,2021-07-17 00:18:56,2021-07-17 00:18:56
1463,3,0,2021-07-17 00:19:27,2021-07-17 00:19:27
1464,3,1,2021-07-17 00:26:44,2021-07-17 00:26:44
1465,3,1,2021-07-17 00:29:05,2021-07-17 00:29:05
1466,6,0,2021-07-17 00:31:23,2021-07-17 00:31:23
1467,5,1,2021-07-17 00:31:50,2021-07-17 00:31:50
1468,4,0,2021-07-17 00:35:28,2021-07-17 00:35:28
1469,2,1.2,2021-07-17 00:35:32,2021-07-17 00:35:32
1470,2,0.71,2021-07-17 00:36:54,2021-07-17 00:36:54
1471,3,2,2021-07-17 00:40:45,2021-07-17 00:40:45
1472,5,0,2021-07-17 00:41:30,2021-07-17 00:41:30
1473,2,1.03,2021-07-17 00:44:36,2021-07-17 00:44:36
1474,1,5.70,2021-07-17 00:45:04,2021-07-17 00:45:04
1475,2,1.7,2021-07-17 00:48:32,2021-07-17 00:48:32
1476,2,0.65,2021-07-17 00:49:32,2021-07-17 00:49:32
1477,1,8.55,2021-07-17 00:50:58,2021-07-17 00:50:58
1478,6,0,2021-07-17 00:51:38,2021-07-17 00:51:38
1479,2,0.97,2021-07-17 00:52:29,2021-07-17 00:52:29
1480,4,0,2021-07-17 00:53:33,2021-07-17 00:53:33
1481,2,0.86,2021-07-17 00:57:15,2021-07-17 00:57:15
1482,5,1,2021-07-17 00:59:30,2021-07-17 00:59:30
1483,1,5.66,2021-07-17 01:02:58,2021-07-17 01:02:58
1484,5,1,2021-07-17 01:05:10,2021-07-17 01:05:10
1485,3,2,2021-07-17 01:06:00,2021-07-17 01:06:00
1486,2,1.07,2021-07-17 01:09:16,2021-07-17 01:09:16
1487,4,0,2021-07-17 01:09:45,2021-07-17 01:09:45
1488,2,1.8,2021-07-17 01:10:24,2021-07-17 01:10:24
1489,5,0,2021-07-17 01:11:07,2021-07-17 01:11:07
1490,6,0,2021-07-17 01:14:05,2021-07-17 01:14:05
1491,4,1,2021-07-17 01:15:59,2021-07-17 01:15:59
1492,6,0,2021-07-17 01:17:35,2021-07-17 01:17:35
1493,6,1,2021-07-17 01:24:01,2021-07-17 01:24:01
1494,6,1,2021-07-17 01:27:40,2021-07-17 01:27:40
1495,5,0,2021-07-17 01:30:17,2021-07-17 01:30:17
1496,5,0,2021-07-17 01:32:04,2021-07-17 01:32:04
1497,1,6.11,2021-07-17 01:36:11,2021-07-17 01:36:11
1498,2,1.83,2021-07-17 01:36:13,2021-07-17 01:36:13
1499,5,0,2021-07-17 01:36:52,2021-07-17 01:36:52
1500,1,1.09,2021-07-17 01:42:38,2021-07-17 01:42:38
1501,5,0,2021-07-17 01:42:55,2021-07-17 01:42:55
1502,5,1,2021-07-17 01:44:35,2021-07-17 01:44:35
1503,3,1,2021-07-17 01:45:41,2021-07-17 01:45:41
1504,6,0,2021-07-17 01:50:35,2021-07-17 01:50:35
1505,4,1,2021-07-17 01:54:06,2021-07-17 01:54:06
1506,5,1,2021-07-17 01:56:40,2021-07-17 01:56:40
1507,2,0.73,2021-07-17 01:59:53,2021-07-17 01:59:53
1508,4,1,2021-07-17 02:02:00,2021-07-17 02:02:00
1509,6,0,2021-07-17 02:04:41,2021-07-17 02:04:41
1510,6,0,2021-07-17 02:04:47,2021-07-17 02:04:47
1511,6,1,2021-07-17 02:06:12,2021-07-17 02:06:12
1512,5,0,2021-07-17 02:06:32,2021-07-17 02:06:32
1513,4,0,2021-07-17 02:07:41,2021-07-17 02:07:41
1514,5,1,2021-07-17 02:09:55,2021-07-17 02:09:55
1515,5,1,2021-07-17 02:10:05,2021-07-17 02:10:05
1516,6,0,2021-07-17 02:12:50,2021-07-17 02:12:50
1517,1,2.37,2021-07-17 02:13:34,2021-07-17 02:13:34
1518,5,1,2021-07-17 02:14:23,2021-07-17 02:14:23
1519,5,1,2021-07-17 02:18:06,2021-07-17 02:18:06
1520,4,0,2021-07-17 02:18:13,2021-07-17 02:18:13
1521,5,1,2021-07-17 02:21:36,2021-07-17 02:21:36
1522,6,1,2021-07-17 02:21:55,2021-07-17 02:21:55
1523,1,6.03,2021-07-17 02:22:27,2021-07-17 02:22:27
1524,4,0,2021-07-17 02:24:32,2021-07-17 02:24:32
1525,4,1,2021-07-17 02:24:38,2021-07-17 02:24:38
1526,3,1,2021-07-17 02:24:39,2021-07-17 02:24:39
1527,5,0,2021-07-17 02:26:05,2021-07-17 02:26:05
1528,3,0,2021-07-17 02:27:10,2021-07-17 02:27:10
1529,2,1.76,2021-07-17 02:27:45,2021-07-17 02:27:45
1530,4,0,2021-07-17 02:29:26,2021-07-17 02:29:26
1531,5,1,2021-07-17 02:31:07,2021-07-17 02:31:07
1532,5,0,2021-07-17 02:31:35,2021-07-17 02:31:35
1533,3,0,2021-07-17 02:32:30,2021-07-17 02:32:30
1534,3,2,2021-07-17 02:34:47,2021-07-17 02:34:47
1535,3,0,2021-07-17 02:38:52,2021-07-17 02:38:52
1536,4,1,2021-07-17 02:41:21,2021-07-17 02:41:21
1537,2,1.64,2021-07-17 02:44:52,2021-07-17 02:44:52
1538,4,1,2021-07-17 02:51:12,2021-07-17 02:51:12
1539,1,2.95,2021-07-17 02:52:24,2021-07-17 02:52:24
1540,2,1.02,2021-07-17 02:53:37,2021-07-17 02:53:37
1541,5,0,2021-07-17 02:56:55,2021-07-17 02:56:55
1542,1,6.14,2021-07-17 02:57:49,2021-07-17 02:57:49
1543,4,0,2021-07-17 02:59:34,2021-07-17 02:59:34
1544,1,0.85,2021-07-17 03:00:58,2021-07-17 03:00:58
1545,3,2,2021-07-17 03:01:46,2021-07-17 03:01:46
1546,5,0,2021-07-17 03:03:06,2021-07-17 03:03:06
1547,4,0,2021-07-17 03:04:56,2021-07-17 03:04:56
1548,5,0,2021-07-17 03:05:02,2021-07-17 03:05:02
1549,1,2.28,2021-07-17 03:08:56,2021-07-17 03:08:56
1550,1,2.35,2021-07-17 03:15:40,2021-07-17 03:15:40
1551,3,0,2021-07-17 03:17:49,2021-07-17 03:17:49
1552,1,13.68,2021-07-17 03:19:31,2021-07-17 03:19:31
1553,3,0,2021-07-17 03:22:21,2021-07-17 03:22:21
1554,4,0,2021-07-17 03:23:36,2021-07-17 03:23:36
1555,2,1.79,2021-07-17 03:26:01,2021-07-17 03:26:01
1556,1,13.87,2021-07-17 03:30:18,2021-07-17 03:30:18
1557,4,1,2021-07-17 03:30:29,2021-07-17 03:30:29
1558,3,2,2021-07-17 03:31:39,2021-07-17 03:31:39
1559,3,0,2021-07-17 03:35:55,2021-07-17 03:35:55
1560,6,0,2021-07-17 03:37:07,2021-07-17 03:37:07
1561,3,1,2021-07-17 03:38:46,2021-07-17 03:38:46
1562,5,0,2021-07-17 03:38:48,2021-07-17 03:38:48
1563,5,0,2021-07-17 03:39:58,2021-07-17 03:39:58
1564,3,1,2021-07-17 03:43:27,2021-07-17 03:43:27
1565,5,0,2021-07-17 03:46:10,2021-07-17 03:46:10
1566,3,2,2021-07-17 03:47:26,2021-07-17 03:47:26
1567,5,1,2021-07-17 03:47:34,2021-07-17 03:47:34
1568,6,0,2021-07-17 03:47:40,2021-07-17 03:47:40
1569,6,1,2021-07-17 03:48:30,2021-07-17 03:48:30
1570,6,0,2021-07-17 03:48:45,2021-07-17 03:48:45
1571,6,1,2021-07-17 03:49:41,2021-07-17 03:49:41
1572,4,1,2021-07-17 03:53:38,2021-07-17 03:53:38
1573,4,0,2021-07-17 03:54:29,2021-07-17 03:54:29
1574,2,0.79,2021-07-17 03:59:33,2021-07-17 03:59:33
1575,4,0,2021-07-17 04:02:30,2021-07-17 04:02:30
1576,1,2.59,2021-07-17 04:05:05,2021-07-17 04:05:05
1577,6,1,2021-07-17 04:06:17,2021-07-17 04:06:17
1578,4,0,2021-07-17 04:06:37,2021-07-17 04:06:37
1579,6,1,2021-07-17 04:07:56,2021-07-17 04:07:56
1580,2,1.07,2021-07-17 04:09:16,2021-07-17 04:09:16
1581,4,1,2021-07-17 04:09:27,2021-07-17 04:09:27
1582,3,0,2021-07-17 04:12:39,2021-07-17 04:12:39
1583,1,10.24,2021-07-17 04:14:22,2021-07-17 04:14:22
1584,3,1,2021-07-17 04:14:30,2021-07-17 04:14:30
1585,6,1,2021-07-17 04:21:24,2021-07-17 04:21:24
1586,3,0,2021-07-17 04:22:22,2021-07-17 04:22:22
1587,5,0,2021-07-17 04:23:01,2021-07-17 04:23:01
1588,3,0,2021-07-17 04:23:43,2021-07-17 04:23:43
1589,3,0,2021-07-17 04:27:19,2021-07-17 04:27:19
1590,4,1,2021-07-17 04:31:24,2021-07-17 04:31:24
1591,6,0,2021-07-17 04:33:54,2021-07-17 04:33:54
1592,6,0,2021-07-17 04:39:36,2021-07-17 04:39:36
1593,4,1,2021-07-17 04:39:56,2021-07-17 04:39:56
1594,6,0,2021-07-17 04:40:38,2021-07-17 04:40:38
1595,2,1.57,2021-07-17 04:41:04,2021-07-17 04:41:04
1596,4,1,2021-07-17 04:42:14,2021-07-17 04:42:14
1597,2,0.91,2021-07-17 04:45:34,2021-07-17 04:45:34
1598,6,0,2021-07-17 04:48:50,2021-07-17 04:48:50
1599,2,0.55,2021-07-17 04:49:13,2021-07-17 04:49:13
1600,6,0,2021-07-17 04:49:22,2021-07-17 04:49:22
1601,1,13.43,2021-07-17 04:51:24,2021-07-17 04:51:24
1602,4,0,2021-07-17 04:51:39,2021-07-17 04:51:39
1603,5,1,2021-07-17 04:54:51,2021-07-17 04:54:51
1604,2,0.91,2021-07-17 04:57:58,2021-07-17 04:57:58
1605,6,0,2021-07-17 04:58:54,2021-07-17 04:58:54
1606,4,0,2021-07-17 05:01:51,2021-07-17 05:01:51
1607,2,0.89,2021-07-17 05:02:25,2021-07-17 05:02:25
1608,2,0.8,2021-07-17 05:02:33,2021-07-17 05:02:33
1609,6,0,2021-07-17 05:03:35,2021-07-17 05:03:35
1610,5,0,2021-07-17 05:05:33,2021-07-17 05:05:33
1611,6,1,2021-07-17 05:06:32,2021-07-17 05:06:32
1612,5,0,2021-07-17 05:07:31,2021-07-17 05:07:31
1613,1,11.78,2021-07-17 05:10:58,2021-07-17 05:10:58
1614,4,1,2021-07-17 05:13:13,2021-07-17 05:13:13
1615,6,0,2021-07-17 05:14:00,2021-07-17 05:14:00
1616,4,1,2021-07-17 05:14:45,2021-07-17 05:14:45
1617,4,0,2021-07-17 05:19:21,2021-07-17 05:19:21
1618,5,1,2021-07-17 05:22:20,2021-07-17 05:22:20
1619,6,1,2021-07-17 05:24:50,2021-07-17 05:24:50
1620,6,1,2021-07-17 05:26:09,2021-07-17 05:26:09
1621,4,1,2021-07-17 05:27:27,2021-07-17 05:27:27
1622,5,1,2021-07-17 05:29:08,2021-07-17 05:29:08
1623,2,1,2021-07-17 05:30:53,2021-07-17 05:30:53
1624,3,2,2021-07-17 05:30:53,2021-07-17 05:30:53
1625,2,1.05,2021-07-17 05:35:30,2021-07-17 05:35:30
1626,1,3.93,2021-07-17 05:35:31,2021-07-17 05:35:31
1627,6,0,2021-07-17 05:35:58,2021-07-17 05:35:58
1628,2,0.57,2021-07-17 05:37:11,2021-07-17 05:37:11
1629,1,5.59,2021-07-17 05:42:51,2021-07-17 05:42:51
1630,4,0,2021-07-17 05:43:30,2021-07-17 05:43:30
1631,3,2,2021-07-17 05:47:11,2021-07-17 05:47:11
1632,2,0.96,2021-07-17 05:47:21,2021-07-17 05:47:21
1633,2,0.87,2021-07-17 05:50:32,2021-07-17 05:50:32
1634,3,2,2021-07-17 05:57:52,2021-07-17 05:57:52
1635,3,2,2021-07-17 06:03:50,2021-07-17 06:03:50
1636,5,0,2021-07-17 06:04:31,2021-07-17 06:04:31
1637,4,0,2021-07-17 06:07:41,2021-07-17 06:07:41
1638,4,1,2021-07-17 06:09:47,2021-07-17 06:09:47
1639,5,1,2021-07-17 06:12:35,2021-07-17 06:12:35
1640,6,1,2021-07-17 06:13:16,2021-07-17 06:13:16
1641,5,0,2021-07-17 06:18:24,2021-07-17 06:18:24
1642,2,0.76,2021-07-17 06:18:30,2021-07-17 06:18:30
1643,3,2,2021-07-17 06:22:05,2021-07-17 06:22:05
1644,1,6.29,2021-07-17 06:30:39,2021-07-17 06:30:39
1645,6,1,2021-07-17 06:32:19,2021-07-17 06:32:19
1646,4,1,2021-07-17 06:32:30,2021-07-17 06:32:30
1647,3,1,2021-07-17 06:35:13,2021-07-17 06:35:13
1648,2,1.05,2021-07-17 06:38:44,2021-07-17 06:38:44
1649,5,0,2021-07-17 06:41:43,2021-07-17 06:41:43
1650,5,0,2021-07-17 06:43:21,2021-07-17 06:43:21
1651,3,1,2021-07-17 06:45:59,2021-07-17 06:45:59
1652,3,2,2021-07-17 06:47:40,2021-07-17 06:47:40
1653,2,0.26,2021-07-17 06:49:46,2021-07-17 06:49:46
1654,5,1,2021-07-17 06:52:40,2021-07-17 06:52:40
1655,6,1,2021-07-17 06:55:54,2021-07-17 06:55:54
1656,1,10.99,2021-07-17 07:01:12,2021-07-17 07:01:12
1657,6,1,2021-07-17 07:01:38,2021-07-17 07:01:38
1658,4,1,2021-07-17 07:03:15,2021-07-17 07:03:15
1659,3,2,2021-07-17 07:03:22,2021-07-17 07:03:22
1660,5,0,2021-07-17 07:05:11,2021-07-17 07:05:11
1661,5,0,2021-07-17 07:05:52,2021-07-17 07:05:52
1662,5,1,2021-07-17 07:06:43,2021-07-17 07:06:43
1663,6,0,2021-07-17 07:09:21,2021-07-17 07:09:21
1664,2,0.95,2021-07-17 07:11:31,2021-07-17 07:11:31
1665,3,2,2021-07-17 07:13:21,2021-07-17 07:13:21
1666,3,0,2021-07-17 07:14:02,2021-07-17 07:14:02
1667,3,1,2021-07-17 07:14:23,2021-07-17 07:14:23
1668,2,0.71,2021-07-17 07:16:29,2021-07-17 07:16:29
1669,2,0.87,2021-07-17 07:22:56,2021-07-17 07:22:56
1670,4,0,2021-07-17 07:24:52,2021-07-17 07:24:52
1671,6,0,2021-07-17 07:25:05,2021-07-17 07:25:05
1672,5,0,2021-07-17 07:25:06,2021-07-17 07:25:06
1673,2,1.01,2021-07-17 07:27:47,2021-07-17 07:27:47
1674,5,0,2021-07-17 07:30:00,2021-07-17 07:30:00
1675,3,0,2021-07-17 07:30:15,2021-07-17 07:30:15
1676,1,13.38,2021-07-17 07:33:59,2021-07-17 07:33:59
1677,5,0,2021-07-17 07:35:37,2021-07-17 07:35:37
1678,4,0,2021-07-17 07:36:05,2021-07-17 07:36:05
1679,3,1,2021-07-17 07:38:40,2021-07-17 07:38:40
1680,4,1,2021-07-17 07:39:12,2021-07-17 07:39:12
1681,4,0,2021-07-17 07:39:15,2021-07-17 07:39:15
1682,6,0,2021-07-17 07:41:43,2021-07-17 07:41:43
1683,4,1,2021-07-17 07:42:08,2021-07-17 07:42:08
1684,5,0,2021-07-17 07:43:48,2021-07-17 07:43:48
1685,5,1,2021-07-17 07:43:51,2021-07-17 07:43:51
1686,6,0,2021-07-17 07:45:18,2021-07-17 07:45:18
1687,3,0,2021-07-17 07:48:30,2021-07-17 07:48:30
1688,1,7.10,2021-07-17 07:48:51,2021-07-17 07:48:51
1689,2,1.05,2021-07-17 07:48:54,2021-07-17 07:48:54
